municipality,municipality code,year,gender,age,ethnicity,education,income,income observations,days in hospital,days in hospital observations,number of hospitalizations,number of hospitalizations observations
Denmark,0,2008,Men,30-39,Non-western immigrants and descendants,Higher education,206315.377,3402.0,0.253,3739.0,0.068,3739.0
Denmark,0,2008,Men,30-39,Non-western immigrants and descendants,Higher education,206315.377,3402.0,0.253,3739.0,0.068,3739.0
Denmark,0,2008,Men,30-39,Non-western immigrants and descendants,No higher education,168143.466,12075.0,0.35,13703.0,0.099,13703.0
Denmark,0,2008,Men,40-49,Danish,Higher education,303188.989,89754.0,0.284,96605.0,0.07,96605.0
Denmark,0,2008,Men,40-49,Danish,No higher education,238184.414,241617.0,0.566,269586.0,0.125,269586.0
Denmark,0,2008,Men,40-49,Immigrants and descendants,Higher education,237793.057,7192.0,0.383,8010.0,0.085,8010.0
Denmark,0,2008,Men,40-49,Immigrants and descendants,No higher education,184868.416,13005.0,0.427,14670.0,0.113,14670.0
Denmark,0,2008,Men,40-49,Non-western immigrants and descendants,Higher education,204597.51,4241.0,0.476,4718.0,0.107,4718.0
Denmark,0,2008,Men,40-49,Non-western immigrants and descendants,No higher education,170001.194,9682.0,0.412,10832.0,0.115,10832.0
Denmark,0,2008,Men,50-59,Danish,Higher education,349580.214,76013.0,0.638,83272.0,0.132,83272.0
Denmark,0,2008,Men,50-59,Danish,No higher education,270132.358,220725.0,1.028,246016.0,0.198,246016.0
Denmark,0,2008,Men,50-59,Immigrants and descendants,Higher education,268537.128,5142.0,0.622,5718.0,0.133,5718.0
Denmark,0,2008,Men,50-59,Immigrants and descendants,No higher education,211099.296,8498.0,0.802,9289.0,0.182,9289.0
Denmark,0,2008,Men,50-59,Non-western immigrants and descendants,Higher education,213037.404,2528.0,0.575,2757.0,0.141,2757.0
Denmark,0,2008,Men,50-59,Non-western immigrants and descendants,No higher education,182692.346,5122.0,0.738,5495.0,0.181,5495.0
Denmark,0,2008,Men,60-65,Danish,Higher education,352924.559,45253.0,1.879,110917.0,0.322,110917.0
Denmark,0,2008,Men,60-65,Danish,No higher education,254004.256,140606.0,2.627,432500.0,0.42,432500.0
Denmark,0,2008,Men,60-65,Immigrants and descendants,Higher education,282828.236,2398.0,1.831,5486.0,0.315,5486.0
Denmark,0,2008,Men,60-65,Immigrants and descendants,No higher education,210256.712,4482.0,2.318,10644.0,0.376,10644.0
Denmark,0,2008,Men,60-65,Non-western immigrants and descendants,Higher education,219449.981,847.0,1.654,1603.0,0.309,1603.0
Denmark,0,2008,Men,60-65,Non-western immigrants and descendants,Higher education,219449.981,847.0,2.173,4590.0,0.309,1603.0
Denmark,0,2008,Men,60-65,Non-western immigrants and descendants,No higher education,176133.281,2159.0,2.173,4590.0,0.361,4590.0
Denmark,0,2008,Men,60-65,Non-western immigrants and descendants,No higher education,176133.281,2159.0,1.654,1603.0,0.361,4590.0
Denmark,0,2008,Women,18-29,Danish,Higher education,,,0.327,44760.0,0.112,44760.0
Denmark,0,2008,Women,18-29,Danish,No higher education,,,0.39,267860.0,0.139,267860.0
Denmark,0,2008,Women,18-29,Immigrants and descendants,Higher education,,,0.211,4744.0,0.086,4744.0
Denmark,0,2008,Women,18-29,Immigrants and descendants,No higher education,,,0.41,29846.0,0.15,29846.0
Denmark,0,2008,Women,18-29,Non-western immigrants and descendants,Higher education,,,0.261,2648.0,0.106,2648.0
Denmark,0,2008,Women,18-29,Non-western immigrants and descendants,No higher education,,,0.434,25025.0,0.16,25025.0
Denmark,0,2008,Women,30-39,Danish,Higher education,257058.752,136545.0,0.394,140966.0,0.132,140966.0
Denmark,0,2008,Women,30-39,Danish,No higher education,212018.935,172306.0,0.578,179584.0,0.171,179584.0
Denmark,0,2008,Women,30-39,Immigrants and descendants,Higher education,177096.545,18683.0,0.375,9412.0,0.137,9412.0
Denmark,0,2008,Women,30-39,Immigrants and descendants,No higher education,237874.58,8869.0,0.523,19120.0,0.175,19120.0
Denmark,0,2008,Women,30-39,Non-western immigrants and descendants,Higher education,220171.499,4620.0,0.395,4829.0,0.144,4829.0
Denmark,0,2008,Women,30-39,Non-western immigrants and descendants,Higher education,220171.499,4620.0,0.395,4829.0,0.144,4829.0
Denmark,0,2008,Women,30-39,Non-western immigrants and descendants,Higher education,220171.499,4620.0,0.395,4829.0,0.144,4829.0
Denmark,0,2008,Women,30-39,Non-western immigrants and descendants,Higher education,220171.499,4620.0,0.395,4829.0,0.144,4829.0
Denmark,0,2008,Women,30-39,Non-western immigrants and descendants,Higher education,220171.499,4620.0,0.395,4829.0,0.144,4829.0
Denmark,0,2008,Women,30-39,Non-western immigrants and descendants,Higher education,220171.499,4620.0,0.395,4829.0,0.144,4829.0
Denmark,0,2008,Women,30-39,Non-western immigrants and descendants,Higher education,220171.499,4620.0,0.395,4829.0,0.144,4829.0
Denmark,0,2008,Women,30-39,Non-western immigrants and descendants,No higher education,170319.648,15332.0,0.546,15541.0,0.181,15541.0
Denmark,0,2008,Women,40-49,Danish,Higher education,280489.544,118435.0,0.401,123994.0,0.104,123994.0
Denmark,0,2008,Women,40-49,Danish,No higher education,240172.576,225512.0,0.61,236260.0,0.144,236260.0
Denmark,0,2008,Women,40-49,Immigrants and descendants,Higher education,253051.91,6882.0,0.402,7375.0,0.108,7375.0
Denmark,0,2008,Women,40-49,Immigrants and descendants,No higher education,196717.908,14363.0,0.522,14727.0,0.144,14727.0
Denmark,0,2008,Women,40-49,Non-western immigrants and descendants,Higher education,274981.91,213165.0,0.403,3718.0,0.124,3718.0
Denmark,0,2008,Women,40-49,Non-western immigrants and descendants,No higher education,185326.247,10844.0,0.513,10959.0,0.152,10959.0
Denmark,0,2008,Women,50-59,Danish,Higher education,220984.285,9259.0,0.606,107049.0,0.133,107049.0
Denmark,0,2008,Women,50-59,Danish,No higher education,333789.607,101979.0,0.905,221706.0,0.184,221706.0
Denmark,0,2008,Women,50-59,Immigrants and descendants,Higher education,193663.453,5230.0,0.718,5580.0,0.144,5580.0
Denmark,0,2008,Women,50-59,Immigrants and descendants,No higher education,288072.624,5215.0,0.768,9492.0,0.179,9492.0
Denmark,0,2008,Women,50-59,Non-western immigrants and descendants,Higher education,225198.364,3537.0,0.907,1946.0,0.18,1946.0
Denmark,0,2008,Women,50-59,Non-western immigrants and descendants,No higher education,237412.156,1845.0,0.741,5229.0,0.178,5229.0
Denmark,0,2008,Women,60-65,Danish,Higher education,328835.647,45341.0,1.558,100091.0,0.259,100091.0
Denmark,0,2008,Women,60-65,Danish,No higher education,240253.27,158561.0,2.332,520541.0,0.355,520541.0
Denmark,0,2008,Women,60-65,Immigrants and descendants,Higher education,296124.037,2398.0,1.417,5665.0,0.25,5665.0
Denmark,0,2008,Women,60-65,Immigrants and descendants,No higher education,218804.62,4064.0,2.222,13222.0,0.355,13222.0
Denmark,0,2008,Women,60-65,Non-western immigrants and descendants,Higher education,238775.26,566.0,1.509,1061.0,0.24,1061.0
Denmark,0,2008,Women,60-65,Non-western immigrants and descendants,No higher education,169433.164,1414.0,1.819,2685.0,0.31,2685.0
Denmark,0,2009,Men,18-29,Danish,Higher education,,,0.185,29581.0,0.05,29581.0
Denmark,0,2009,Men,18-29,Danish,No higher education,,,0.269,297195.0,0.08,297195.0
Denmark,0,2009,Men,18-29,Immigrants and descendants,Higher education,,,0.141,3850.0,0.041,3850.0
Denmark,0,2009,Men,18-29,Immigrants and descendants,No higher education,,,0.26,31449.0,0.081,31449.0
Denmark,0,2009,Men,18-29,Non-western immigrants and descendants,Higher education,,,0.192,2297.0,0.05,2297.0
Denmark,0,2009,Men,18-29,Non-western immigrants and descendants,No higher education,,,0.269,27151.0,0.083,27151.0
Denmark,0,2009,Men,30-39,Danish,Higher education,274563.387,101264.0,0.193,106719.0,0.055,106719.0
Denmark,0,2009,Men,30-39,Danish,No higher education,218882.482,198104.0,0.381,216231.0,0.102,216231.0
Denmark,0,2009,Men,30-39,Immigrants and descendants,Higher education,230958.026,6578.0,0.153,7326.0,0.054,7326.0
Denmark,0,2009,Men,30-39,Immigrants and descendants,No higher education,175094.764,15441.0,0.385,17494.0,0.105,17494.0
Denmark,0,2009,Men,30-39,Non-western immigrants and descendants,Higher education,212713.193,3565.0,0.176,3926.0,0.061,3926.0
Denmark,0,2009,Men,30-39,Non-western immigrants and descendants,Higher education,212713.193,3565.0,0.176,3926.0,0.061,3926.0
Denmark,0,2009,Men,30-39,Non-western immigrants and descendants,Higher education,212713.193,3565.0,0.176,3926.0,0.061,3926.0
Denmark,0,2009,Men,30-39,Non-western immigrants and descendants,Higher education,212713.193,3565.0,0.176,3926.0,0.061,3926.0
Denmark,0,2009,Men,30-39,Non-western immigrants and descendants,Higher education,212713.193,3565.0,0.176,3926.0,0.061,3926.0
Denmark,0,2009,Men,30-39,Non-western immigrants and descendants,Higher education,212713.193,3565.0,0.176,3926.0,0.061,3926.0
Denmark,0,2009,Men,30-39,Non-western immigrants and descendants,Higher education,212713.193,3565.0,0.176,3926.0,0.061,3926.0
Denmark,0,2009,Men,30-39,Non-western immigrants and descendants,No higher education,168457.732,12330.0,0.424,13987.0,0.114,13987.0
Denmark,0,2009,Men,40-49,Danish,Higher education,303888.566,92241.0,0.295,99034.0,0.075,99034.0
Denmark,0,2009,Men,40-49,Danish,No higher education,238052.583,239669.0,0.568,266703.0,0.131,266703.0
Denmark,0,2009,Men,40-49,Immigrants and descendants,Higher education,242497.291,7243.0,0.279,8089.0,0.088,8089.0
Denmark,0,2009,Men,40-49,Immigrants and descendants,No higher education,183870.661,13245.0,0.432,14988.0,0.122,14988.0
Denmark,0,2009,Men,40-49,Non-western immigrants and descendants,Higher education,208206.969,4191.0,0.346,4663.0,0.104,4663.0
Denmark,0,2009,Men,40-49,Non-western immigrants and descendants,No higher education,169482.981,10029.0,0.413,11245.0,0.123,11245.0
Denmark,0,2009,Men,50-59,Danish,Higher education,353118.598,75784.0,0.595,82918.0,0.132,82918.0
Denmark,0,2009,Men,50-59,Danish,No higher education,271568.946,219720.0,0.985,244699.0,0.201,244699.0
Denmark,0,2009,Men,50-59,Immigrants and descendants,Higher education,266656.848,5293.0,0.613,5935.0,0.142,5935.0
Denmark,0,2009,Men,50-59,Immigrants and descendants,No higher education,208610.808,8787.0,0.843,9650.0,0.191,9650.0
Denmark,0,2009,Men,50-59,Non-western immigrants and descendants,Higher education,215073.199,2712.0,0.651,2991.0,0.158,2991.0
Denmark,0,2009,Men,50-59,Non-western immigrants and descendants,No higher education,181950.888,5470.0,0.756,5910.0,0.187,5910.0
Denmark,0,2009,Men,60-65,Danish,Higher education,354628.962,46174.0,1.897,116815.0,0.341,116815.0
Denmark,0,2009,Men,60-65,Danish,No higher education,255218.666,139877.0,2.574,441266.0,0.442,441266.0
Denmark,0,2009,Men,60-65,Immigrants and descendants,Higher education,283290.906,2485.0,1.81,5876.0,0.341,5876.0
Denmark,0,2009,Men,60-65,Immigrants and descendants,No higher education,208854.999,4504.0,2.319,11131.0,0.41,11131.0
Denmark,0,2009,Men,60-65,Non-western immigrants and descendants,Higher education,224495.368,912.0,1.78,1780.0,0.366,1780.0
Denmark,0,2009,Men,60-65,Non-western immigrants and descendants,Higher education,224495.368,912.0,1.978,4866.0,0.366,1780.0
Denmark,0,2009,Men,60-65,Non-western immigrants and descendants,No higher education,178307.108,2238.0,1.978,4866.0,0.38,4866.0
Denmark,0,2009,Men,60-65,Non-western immigrants and descendants,No higher education,178307.108,2238.0,1.78,1780.0,0.38,4866.0
Denmark,0,2009,Women,18-29,Danish,Higher education,,,0.33,45308.0,0.118,45308.0
Denmark,0,2009,Women,18-29,Danish,No higher education,,,0.389,269148.0,0.143,269148.0
Denmark,0,2009,Women,18-29,Immigrants and descendants,Higher education,,,0.222,5563.0,0.081,5563.0
Denmark,0,2009,Women,18-29,Immigrants and descendants,No higher education,,,0.394,30289.0,0.157,30289.0
Denmark,0,2009,Women,18-29,Non-western immigrants and descendants,Higher education,,,0.228,3112.0,0.096,3112.0
Denmark,0,2009,Women,18-29,Non-western immigrants and descendants,No higher education,,,0.42,25596.0,0.167,25596.0
Denmark,0,2009,Women,30-39,Danish,Higher education,262602.868,139867.0,0.385,143936.0,0.137,143936.0
Denmark,0,2009,Women,30-39,Danish,No higher education,213366.271,165025.0,0.576,171616.0,0.178,171616.0
Denmark,0,2009,Women,30-39,Immigrants and descendants,Higher education,177198.059,18909.0,0.363,10265.0,0.131,10265.0
Denmark,0,2009,Women,30-39,Immigrants and descendants,No higher education,239478.889,9688.0,0.492,19392.0,0.172,19392.0
Denmark,0,2009,Women,30-39,Non-western immigrants and descendants,Higher education,225405.049,5054.0,0.415,5282.0,0.153,5282.0
Denmark,0,2009,Women,30-39,Non-western immigrants and descendants,Higher education,225405.049,5054.0,0.415,5282.0,0.153,5282.0
Denmark,0,2009,Women,30-39,Non-western immigrants and descendants,Higher education,225405.049,5054.0,0.415,5282.0,0.153,5282.0
Denmark,0,2009,Women,30-39,Non-western immigrants and descendants,Higher education,225405.049,5054.0,0.415,5282.0,0.153,5282.0
Denmark,0,2009,Women,30-39,Non-western immigrants and descendants,Higher education,225405.049,5054.0,0.415,5282.0,0.153,5282.0
Denmark,0,2009,Women,30-39,Non-western immigrants and descendants,Higher education,225405.049,5054.0,0.415,5282.0,0.153,5282.0
Denmark,0,2009,Women,30-39,Non-western immigrants and descendants,Higher education,225405.049,5054.0,0.415,5282.0,0.153,5282.0
Denmark,0,2009,Women,30-39,Non-western immigrants and descendants,No higher education,171357.625,15591.0,0.521,15846.0,0.184,15846.0
Denmark,0,2009,Women,40-49,Danish,Higher education,282863.576,121388.0,0.394,126927.0,0.107,126927.0
Denmark,0,2009,Women,40-49,Danish,No higher education,239623.388,222004.0,0.592,232382.0,0.153,232382.0
Denmark,0,2009,Women,40-49,Immigrants and descendants,Higher education,255170.25,7179.0,0.41,7665.0,0.13,7665.0
Denmark,0,2009,Women,40-49,Immigrants and descendants,No higher education,194959.789,14873.0,0.505,15246.0,0.151,15246.0
Denmark,0,2009,Women,40-49,Non-western immigrants and descendants,Higher education,275206.238,210532.0,0.45,3864.0,0.149,3864.0
Denmark,0,2009,Women,40-49,Non-western immigrants and descendants,No higher education,184310.619,11438.0,0.526,11564.0,0.16,11564.0
Denmark,0,2009,Women,50-59,Danish,Higher education,219531.923,9595.0,0.62,108629.0,0.144,108629.0
Denmark,0,2009,Women,50-59,Danish,No higher education,337475.651,103510.0,0.891,218943.0,0.193,218943.0
Denmark,0,2009,Women,50-59,Immigrants and descendants,Higher education,194921.569,5656.0,0.58,5709.0,0.152,5709.0
Denmark,0,2009,Women,50-59,Immigrants and descendants,No higher education,288267.934,5335.0,0.642,9839.0,0.175,9839.0
Denmark,0,2009,Women,50-59,Non-western immigrants and descendants,Higher education,229642.388,3686.0,0.622,2067.0,0.163,2067.0
Denmark,0,2009,Women,50-59,Non-western immigrants and descendants,No higher education,241317.956,1969.0,0.578,5651.0,0.177,5651.0
Denmark,0,2009,Women,60-65,Danish,Higher education,327413.784,47902.0,1.547,107891.0,0.274,107891.0
Denmark,0,2009,Women,60-65,Danish,No higher education,241226.853,155664.0,2.287,529674.0,0.377,529674.0
Denmark,0,2009,Women,60-65,Immigrants and descendants,Higher education,289143.886,2553.0,1.523,6104.0,0.28,6104.0
Denmark,0,2009,Women,60-65,Immigrants and descendants,No higher education,213996.961,4199.0,2.287,13697.0,0.387,13697.0
Denmark,0,2009,Women,60-65,Non-western immigrants and descendants,Higher education,237248.642,640.0,1.298,1199.0,0.254,1199.0
Denmark,0,2009,Women,60-65,Non-western immigrants and descendants,No higher education,174778.712,1572.0,1.813,3002.0,0.322,3002.0
Denmark,0,2010,Men,18-29,Danish,Higher education,,,0.176,30251.0,0.053,30251.0
Denmark,0,2010,Men,18-29,Danish,No higher education,,,0.268,301522.0,0.084,301522.0
Denmark,0,2010,Men,18-29,Immigrants and descendants,Higher education,,,0.116,4518.0,0.041,4518.0
Denmark,0,2010,Men,18-29,Immigrants and descendants,No higher education,,,0.275,32584.0,0.092,32584.0
Denmark,0,2010,Men,18-29,Non-western immigrants and descendants,Higher education,,,0.133,2661.0,0.049,2661.0
Denmark,0,2010,Men,18-29,Non-western immigrants and descendants,No higher education,,,0.278,28271.0,0.095,28271.0
Denmark,0,2010,Men,30-39,Danish,Higher education,297135.502,101367.0,0.19,106889.0,0.059,106889.0
Denmark,0,2010,Men,30-39,Danish,No higher education,228697.225,193148.0,0.376,209788.0,0.104,209788.0
Denmark,0,2010,Men,30-39,Immigrants and descendants,Higher education,238224.79,7202.0,0.161,8020.0,0.055,8020.0
Denmark,0,2010,Men,30-39,Immigrants and descendants,No higher education,178928.065,15573.0,0.341,17577.0,0.104,17577.0
Denmark,0,2010,Men,30-39,Non-western immigrants and descendants,Higher education,221367.407,4063.0,0.172,4462.0,0.059,4462.0
Denmark,0,2010,Men,30-39,Non-western immigrants and descendants,Higher education,221367.407,4063.0,0.172,4462.0,0.059,4462.0
Denmark,0,2010,Men,30-39,Non-western immigrants and descendants,Higher education,221367.407,4063.0,0.172,4462.0,0.059,4462.0
Denmark,0,2010,Men,30-39,Non-western immigrants and descendants,Higher education,221367.407,4063.0,0.172,4462.0,0.059,4462.0
Denmark,0,2010,Men,30-39,Non-western immigrants and descendants,Higher education,221367.407,4063.0,0.172,4462.0,0.059,4462.0
Denmark,0,2010,Men,30-39,Non-western immigrants and descendants,Higher education,221367.407,4063.0,0.172,4462.0,0.059,4462.0
Denmark,0,2010,Men,30-39,Non-western immigrants and descendants,Higher education,221367.407,4063.0,0.172,4462.0,0.059,4462.0
Denmark,0,2010,Men,30-39,Non-western immigrants and descendants,No higher education,172698.58,12579.0,0.349,14213.0,0.108,14213.0
Denmark,0,2010,Men,40-49,Danish,Higher education,338761.848,94785.0,0.272,101511.0,0.076,101511.0
Denmark,0,2010,Men,40-49,Danish,No higher education,251503.771,236994.0,0.544,262790.0,0.133,262790.0
Denmark,0,2010,Men,40-49,Immigrants and descendants,Higher education,259212.228,7296.0,0.307,8111.0,0.103,8111.0
Denmark,0,2010,Men,40-49,Immigrants and descendants,No higher education,189426.734,13387.0,0.423,15157.0,0.126,15157.0
Denmark,0,2010,Men,40-49,Non-western immigrants and descendants,Higher education,218923.426,4078.0,0.372,4516.0,0.124,4516.0
